date,feed_id,feed_name,integration_type,vertical,owner,event_count,expected_events,minutes_late,sla_minutes,duplicate_rate,baseline_duplicate_rate,schema_drift_fields,malformed_payload_rate,payout_variance_usd,data_gap_rate,impacted_customers,source_error_score,integration_error_score,severity_score,severity_band,issue_type,likely_owner,anomaly_reason,status
"2026-04-24","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",124053,123557,18,30,0.0092,0.01,0,0.0021,-406,0,33,2,0,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-24","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",148482,150585,14,20,0.0126,0.013,0,0.0031,676,0.014,31,0,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-24","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",73547,70466,7,10,0.0106,0.007,1,0.0033,1833,0,15,2,1,34,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-24","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",104785,107147,147,300,0.0142,0.014,1,0.0061,1006,0.022,21,2,2,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-24","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",84568,84945,20,20,0.0134,0.009,1,0.0012,-1700,0.0044,18,3,2,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",175714,169649,20,20,0.0104,0.012,1,0.0012,-728,0,26,0,3,28,"Low","Baseline variation","Integration logic","within control band","Healthy"
"2026-04-25","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",224640,223125,163,240,0.0177,0.018,0,0.0014,1106,0,41,2,2,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",86354,89435,14,15,0.0154,0.011,0,0.0007,371,0.0344,20,2,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",58572,59930,6,10,0.0081,0.008,1,0.0045,274,0.0227,11,1,3,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",46934,47944,215,360,0.0069,0.006,0,0.0032,-650,0.0211,9,1,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",117275,118017,34,30,0.009,0.01,0,0.0038,-497,0.0063,31,2,0,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",142930,143833,18,20,0.0128,0.013,1,0.0025,-195,0.0063,30,0,3,29,"Low","Baseline variation","Integration logic","within control band","Healthy"
"2026-04-25","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",68958,67306,9,10,0.0081,0.007,0,0,-1013,0,10,0,0,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",101832,102343,298,300,0.0138,0.014,3,0.0016,472,0.005,22,2,0,37,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-25","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",84755,81137,20,20,0.0085,0.009,1,0.0069,-433,0,18,2,3,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",177469,172491,17,20,0.0118,0.012,0,0.0055,1067,0,27,3,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",224886,226864,185,240,0.0191,0.018,1,0.0011,-1273,0.0087,53,1,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",88323,90933,9,15,0.0135,0.011,1,0.0003,307,0.0287,18,3,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",58450,60934,9,10,0.0094,0.008,0,0.0027,497,0.0408,12,3,0,29,"Low","Baseline variation","Source data","within control band","Healthy"
"2026-04-26","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",47580,48748,201,360,0.0049,0.006,0,0.004,-438,0.024,8,0,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",126327,119994,19,30,0.0098,0.01,1,0.0009,1118,0,27,2,2,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",141503,146243,13,20,0.009,0.013,1,0.0044,407,0.0324,31,3,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",69383,68434,5,10,0.0057,0.007,1,0.0031,699,0,12,0,0,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",103468,104057,340,300,0.0131,0.014,0,0.0023,-196,0.0057,22,1,1,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-26","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",84328,82496,15,20,0.0088,0.009,1,0.0041,-861,0,14,1,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",193051,184000,14,20,0.0128,0.012,1,0.0031,611,0,22,1,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",240970,242000,112,240,0.0156,0.018,1,0.0005,68,0.0043,48,0,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",100699,97000,8,15,0.0123,0.011,3,0.0027,17,0,22,3,1,38,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",68292,65000,10,10,0.007,0.008,0,0.0043,188,0,9,2,1,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",51364,52000,319,360,0.0047,0.006,1,0.0032,1710,0.0122,8,3,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",132244,128000,23,30,0.0099,0.01,1,0.0046,-496,0,36,1,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",158688,156000,20,20,0.0132,0.013,1,0.0043,-628,0,29,1,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",73456,73000,10,10,0.0083,0.007,0,0.0004,16,0,10,0,1,23,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",112836,111000,199,300,0.0139,0.014,3,0.0033,-906,0,26,3,2,38,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-27","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",86713,88000,13,20,0.0081,0.009,1,0.0052,138,0.0146,18,1,0,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",196752,195509,18,20,0.0131,0.012,0,0.0029,1119,0,21,1,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",248484,257136,113,240,0.0207,0.018,0,0.0022,1250,0.0336,39,1,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",99382,103067,9,15,0.0108,0.011,0,0.0016,127,0.0358,17,3,1,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",68733,69066,10,10,0.0041,0.008,0,0.0036,1195,0.0048,10,0,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",53708,55252,369,360,0.0061,0.006,1,0.0037,478,0.0279,7,3,3,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",135115,136006,26,30,0.0125,0.01,0,0.0038,118,0.0066,35,0,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",162344,165757,17,20,0.0155,0.013,0,0.0059,-81,0.0206,30,2,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",77068,77566,5,10,0.0075,0.007,0,0.004,1374,0.0064,11,0,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",114680,117943,171,300,0.0128,0.014,1,0.0032,592,0.0277,20,1,0,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-28","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",93848,93504,24,20,0.0101,0.009,2,0.0037,5,0,19,2,0,39,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",187285,198351,12,20,0.0097,0.012,1,0.0053,127,0.0558,29,2,1,35,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",256768,260875,215,240,0.0162,0.018,0,0.003,-998,0.0157,45,3,3,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",101643,104565,11,15,0.0093,0.011,2,0.0016,1211,0.0279,22,2,2,36,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",68245,70070,10,10,0.0048,0.008,1,0.0054,565,0.026,10,2,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",54077,56056,179,360,0.0046,0.006,1,0.0058,247,0.0353,8,1,0,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",134183,137983,18,30,0.0114,0.01,0,0.0035,960,0.0275,29,0,3,29,"Low","Baseline variation","Integration logic","within control band","Healthy"
"2026-04-29","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",160539,168167,12,20,0.0142,0.013,1,0.0064,-979,0.0454,32,3,2,36,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",80377,78694,7,10,0.0081,0.007,1,0.0017,-851,0,12,2,0,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",121043,119657,313,300,0.0123,0.014,0,0.0041,133,0,17,1,0,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-29","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",93981,94863,13,20,0.0095,0.009,0,0.0019,-1421,0.0093,14,3,3,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",189996,190387,14,20,0.0116,0.012,4,0.0023,776,0.0021,30,1,2,42,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",256875,250400,226,240,0.0213,0.018,1,0.0006,509,0,53,1,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",102690,100367,11,15,0.0112,0.011,1,0.003,579,0,19,2,3,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",68005,67256,5,10,0.0066,0.008,0,0.0027,1260,0,11,2,1,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",52180,53805,197,360,0.0032,0.006,1,0.0016,-1222,0.0302,9,2,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",133062,132443,32,30,0.007,0.01,3,0.0028,1247,0,34,3,1,40,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",164611,161415,15,20,0.01,0.013,0,0.0049,2165,0,28,1,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",77197,75534,8,10,0.0093,0.007,1,0.0029,607,0,14,2,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",113266,114853,161,300,0.0144,0.014,2,0.0028,-818,0.0138,22,0,1,35,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-04-30","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",89695,91055,16,20,0.0064,0.009,1,0.0034,159,0.0149,16,0,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",171700,177613,13,20,0.017,0.012,0,0.0023,48,0.0333,30,0,3,31,"Low","Baseline variation","Integration logic","within control band","Healthy"
"2026-05-01","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",229600,233600,242,240,0.0193,0.018,1,0.0014,437,0.0171,49,2,3,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",90132,93633,14,15,0.012,0.011,1,0.0003,-397,0.0374,20,1,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",63271,62744,11,10,0.0098,0.008,0,0.0049,-21,0,12,2,3,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",50641,50195,309,360,0.0092,0.006,0,0.0047,720,0,8,3,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",124921,123557,29,30,0.0124,0.01,0,0.0017,-483,0,26,2,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",147040,150585,15,20,0.0121,0.013,0,0.0018,870,0.0235,24,0,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",69550,70466,9,10,0.0043,0.007,1,0.0056,62,0.013,13,3,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-01","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",106116,107147,288,300,0.0128,0.014,4,0.0015,1328,0.0096,26,3,0,43,"Low","Baseline variation","Source data","within control band","Healthy"
"2026-05-01","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",84021,84945,11,20,0.0059,0.009,0,0.0009,-1156,0.0109,15,1,1,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",168962,169649,21,20,0.0114,0.012,0,0.0036,-204,0.004,27,2,1,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",228091,223125,131,240,0.018,0.018,2,0.0044,274,0,52,0,1,34,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",94521,89435,14,15,0.0127,0.011,1,0.0055,-1167,0,17,2,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",61182,59930,6,10,0.006,0.008,1,0.004,435,0,12,2,1,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",48838,47944,310,360,0.0043,0.006,0,0.0014,-123,0,8,2,2,23,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",115676,118017,36,30,0.0098,0.01,1,0.0042,-223,0.0198,36,0,1,36,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",147903,143833,10,20,0.0122,0.013,1,0.0023,1030,0,29,0,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",67336,67306,8,10,0.0069,0.007,0,0.0017,2000,0,10,3,2,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",102329,102343,283,300,0.0126,0.014,1,0.0045,-764,0.0001,24,1,2,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-02","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",81765,81137,9,20,0.0091,0.009,2,0.0042,178,0,15,1,1,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",175203,172491,20,20,0.0126,0.012,0,0.004,1071,0,21,2,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",226151,226864,227,240,0.0197,0.018,1,0.0021,111,0.0031,52,2,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",89945,90933,11,15,0.0091,0.011,1,0.0034,-1124,0.0109,20,0,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",58593,60934,8,10,0.0089,0.008,0,0.0037,-1277,0.0384,13,0,0,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",48471,48748,182,360,0.0026,0.006,1,0.0046,1185,0.0057,9,2,2,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",119313,119994,16,30,0.0127,0.01,0,0.0028,-769,0.0057,29,1,2,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",143326,146243,15,20,0.0119,0.013,0,0.0028,-1234,0.0199,24,3,2,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",68916,68434,7,10,0.0079,0.007,0,0.0046,1657,0,11,2,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",107333,104057,397,300,0.0145,0.014,2,0.0041,-560,0,27,3,2,43,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-03","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",83739,82496,15,20,0.0097,0.009,1,0.0043,-284,0,18,1,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",177835,184000,18,20,0.0102,0.012,1,0.0043,264,0.0335,26,1,3,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",238166,242000,173,240,0.0188,0.018,0,0.0056,987,0.0158,48,0,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",97670,97000,12,15,0.0132,0.011,0,0.0021,-1184,0,18,3,0,26,"Low","Baseline variation","Source data","within control band","Healthy"
"2026-05-04","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",64338,65000,8,10,0.0064,0.008,0,0,-982,0.0102,12,0,2,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",51260,52000,442,360,0.0072,0.006,1,0.0012,-750,0.0142,8,1,2,36,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",124656,128000,23,30,0.0076,0.01,1,0.0034,-1244,0.0261,29,2,3,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",155826,156000,13,20,0.0146,0.013,0,0.003,229,0.0011,23,3,1,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",71408,73000,7,10,0.007,0.007,0,0.0036,-107,0.0218,11,3,2,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",112834,111000,209,300,0.0128,0.014,1,0.0006,378,0,24,2,0,27,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-04","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",86753,88000,18,20,0.0109,0.009,0,0.0026,1102,0.0142,18,1,1,28,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",195193,195509,25,20,0.0122,0.012,0,0.0025,64,0.0016,27,2,1,30,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",264607,257136,183,240,0.019,0.018,0,0.001,-724,0,39,1,0,24,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","pixel-travel","Publisher Pixel / Travel","Pixel","Travel","Tracking",101731,103067,13,15,0.0077,0.011,1,0.0017,329,0.013,16,2,2,29,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","webhook-saas","Referral Webhook / SaaS","Webhook","SaaS","Referral integrations",70862,69066,9,10,0.0096,0.008,0,0.0027,-367,0,10,3,2,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","csv-finance","Content Partner CSV / Finance","CSV","Finance","Publisher data",55270,55252,255,360,0.0065,0.006,0,0.0028,-1031,0,7,0,0,25,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","api-marketplace","Product API / Marketplace","API","Marketplace","Catalog integrations",143869,136006,21,30,0.009,0.01,2,0.0029,346,0,32,2,2,33,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","server-fashion","Server Postback / Fashion","Server","Fashion","Tracking",163552,165757,19,20,0.0105,0.013,1,0.0045,1916,0.0133,28,1,1,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","webhook-food","Referral Webhook / Food","Webhook","Food","Referral integrations",76842,77566,7,10,0.0064,0.007,0,0.0031,1063,0.0093,10,1,3,26,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","ftp-home","FTP Batch / Home Goods","FTP","Home Goods","Affiliate integrations",118956,117943,147,300,0.0129,0.014,4,0.0052,-873,0,25,3,3,44,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-05","api-mobile","Mobile API / Apps","API","Mobile Apps","Mobile integrations",94044,93504,14,20,0.0067,0.009,0,0.0021,307,0,15,2,1,23,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-06","api-beauty","Creator API / Beauty","API","Beauty","Creator integrations",200593,198351,16,20,0.0137,0.012,1,0.0015,1907,0,29,3,3,31,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
"2026-05-06","csv-retail","Affiliate CSV / Retail","CSV","Retail","Affiliate integrations",253013,260875,158,240,0.018,0.018,1,0.0014,-1511,0.0301,46,3,2,32,"Low","Baseline variation","Edge case or shared ownership","within control band","Healthy"
